Name,Average Brightness,Contrast,Entropy,Sharpness,Spatial Frequency,Dynamic Range
Pistachio_Image_Dataset_20_kirmizi 349.jpg,37.754674074074074,79.2923044255619,2.166602834735884,113.2095,3377.38540819113,1.0
Pistachio_Image_Dataset_2_siirt (7).jpg,49.661030555555556,83.72929562038667,2.9378754984428395,237.65919444444444,4370.7786666872225,1.0
Pistachio_Image_Dataset_3_kirmizi 224.jpg,48.203235185185186,84.73739229447003,2.7206027650904017,136.88034444444443,3613.0755024113278,0.996078431372549
Pistachio_Image_Dataset_4_kirmizi 275.jpg,51.02647777777778,85.70585979167932,2.740833747086497,178.56127777777778,4109.362205044808,1.0
Pistachio_Image_Dataset_5_kirmizi 513.jpg,45.67905462962963,85.44969816925857,2.563376754910783,157.2149611111111,3712.008721208885,1.0
Pistachio_Image_Dataset_6_kirmizi 55.jpg,37.48260740740741,73.98527162799425,2.2793370156466284,141.96482777777777,3636.192045616407,1.0
Pistachio_Image_Dataset_7_kirmizi 424.jpg,44.79051111111111,82.52782965829847,2.493037735886976,204.85552222222222,4197.680558335265,1.0
Pistachio_Image_Dataset_8_kirmizi 1029.jpg,48.09952037037037,90.49899487548831,2.4693639358597306,176.24597222222224,4159.838649348624,1.0
Pistachio_Image_Dataset_9_kirmizi 141.jpg,44.540510185185184,87.41157565748881,2.3302655785527464,152.55369444444443,3960.4381277291063,1.0
Pokemon_10_dustox.png,24.97675925925926,58.46659513692418,1.3831092901304047,5762.540138888889,2755.6379672836815,1.0
Pokemon_11_muk.png,37.14268518518519,66.70267334731547,1.7479657192714997,7021.5055555555555,3052.204752352249,1.0
Pokemon_12_wobbuffet.png,23.70775462962963,62.57590749741452,1.099878548309219,3333.572777777778,2244.0966521838295,1.0
Pokemon_13_aromatisse.png,34.08986111111111,72.20829521047378,1.5039772244691187,6000.691111111111,3038.0883155916267,1.0
Pokemon_14_lotad.png,11.011689814814815,40.42381697822424,0.7133587554057139,2077.7204166666666,1769.6764285191534,1.0
Pokemon_15_honedge.png,19.347337962962964,53.77923390917728,1.1244042593708308,7185.660694444445,2993.275944513805,1.0
Pokemon_16_poliwrath.png,26.09122685185185,63.892479031068866,1.3361259091748372,7057.609861111111,3078.3650017886043,1.0
Pokemon_17_meloetta-aria.png,12.933263888888888,46.2952262857309,0.751620238762514,5126.903611111111,2527.1468474961503,1.0
Pokemon_18_gothorita.png,17.155069444444443,51.4380061493012,1.1664734559997,6982.473194444445,3089.950842134887,1.0
Pokemon_19_palkia.png,69.85349537037037,97.25482609326149,2.3821871345964483,12557.831497680363,4485.711651208151,1.0
Pokemon_1_nidoqueen.png,36.39900462962963,73.52507656077957,1.5894017609853448,5916.763333333333,3043.5222731620584,1.0
Pokemon_20_starmie.png,24.024375,62.04189395024502,1.1866286698062019,5122.730833333333,2812.081672333964,1.0
Pokemon_2_donphan.png,38.474259259259256,73.32558250963457,1.728463701095774,6217.965694444444,3071.802542318962,1.0
Pokemon_3_arceus.png,48.866851851851855,88.25221853940104,1.8354600199628563,10082.635277777777,4190.934066848116,1.0
Pokemon_4_stunfisk.png,32.23775462962963,67.97850440175228,1.6196974911548956,5826.96375,2871.609507000761,1.0
Pokemon_5_registeel.png,44.946296296296296,81.33409542667314,1.846236121230594,8782.67486111111,3559.3035806411804,1.0
Pokemon_6_sawsbuck.png,16.714560185185185,48.562377613565104,1.1574934395663232,7753.222222222223,3006.223815673534,1.0
Pokemon_7_nidoran-f.png,12.661296296296296,48.65045679608532,0.6243804211332589,2880.3147222222224,2175.5213431509537,1.0
Pokemon_8_kommo-o.png,33.81002314814815,62.241895177422435,2.627233770807697,9494.403194444445,3422.951905198509,1.0
Pokemon_9_octillery.png,17.540601851851854,51.935563883855835,1.0938142172228789,4372.799444444445,2426.550056889819,1.0
Sports_10_109.jpg,135.18874893707482,62.773811530953076,7.697036871680423,10235.518665210051,6016.401240056592,1.0
Sports_11_056.jpg,130.77175010629253,76.71334143783793,7.531832206869383,2204.2197075474014,4483.990073492661,1.0
Sports_12_067.jpg,91.38539009353741,56.017597944119615,7.498545928192153,1573.1643549046482,3582.8410678305568,1.0
Sports_13_132.jpg,51.63958864795919,71.28284627873522,6.3559216099557165,3160.1210738006903,4484.1286737336195,1.0
Sports_14_056.jpg,116.52881191539116,47.921965127979384,7.533361457632984,7580.264055816495,5796.323140284603,1.0
Sports_15_008.jpg,117.54027157738095,49.15161986597394,7.590641337695971,5213.544686294406,4917.661709926881,1.0
Sports_16_060.jpg,209.60559497236395,66.80699212865629,4.907676900574206,1436.0199577954352,3860.812230525969,1.0
Sports_17_143.jpg,120.93187313988095,58.314191334303025,7.616307725943028,3961.530777129666,4536.374623952357,1.0
Sports_18_106.jpg,77.9474184204932,51.65578353365227,7.531457412015334,6438.926791342434,5507.822433851486,1.0
Sports_19_049.jpg,80.20305192389456,73.40535077147042,7.582469656661687,670.3845384300673,3593.960108116117,1.0
Sports_1_015.jpg,155.82425196641157,58.9991950080478,7.704500038174912,7558.663157734756,6008.8746489352125,1.0
Sports_20_1.jpg,204.43791852678572,79.86166499166026,5.618979433602163,2490.3561856870797,3981.0353497775773,1.0
Sports_2_116.jpg,60.77270673894558,66.06573995119551,7.215324780521163,1543.668925304802,3836.314449611655,1.0
Sports_3_119.jpg,80.5965800382653,45.41766092374533,7.0540553644399955,4540.154468069271,4799.761290425589,1.0
Sports_4_095.jpg,138.70335087159864,60.80275392286925,7.697658996922794,4640.074572504783,5142.113732572738,1.0
Sports_5_038.jpg,60.722782472363946,61.56732651567741,7.1445995843891135,2743.7658822986295,4603.43871504042,1.0
Sports_6_116.jpg,95.75908136692176,64.18739071038455,7.733907220785376,2454.3110991147896,4402.210688214309,1.0
Sports_7_036.jpg,123.67646550807824,66.68166832767365,7.7581872526337134,2768.026600908409,4765.173625761388,1.0
Sports_8_160.jpg,186.61916719812925,69.42099544974965,6.965773345454816,5694.879842520257,6207.598198249773,1.0
Sports_9_122.jpg,198.39605256164967,54.73444653633024,6.1761094544223445,1389.131571129827,3720.426897717715,1.0
